ID,Beacon_Score,Mortgage_Balance,Services,Avg_Monthly_Transactions,Has_Payroll,Has_Investment,Has_Visa,VISA_balance,Has_Deposit,Not_Mortgage_Balance,Income,Age,Gender,Sector,Tenure_In_Months,City,TermInMonths,TermToMaturity,NumberOfParties,InterestRate,Type,not mortgage lending,deposit 
7547,820,564756.72,3,4,0,0,0,0,1,3015.73,NA,43,F,Regular,341,WHITE ROCK                                                                                          ,60,7,1,0.0269,FixedTFixedR,1517.021814,1498.708186
9797,707,249285.49,3,4,0,0,0,0,1,22467.38,NA,43,F,Regular,151,BURNABY                                                                                             ,24,16,1,0.0365,FixedTFixedR,8252.507709,14214.87229
11989,752,203730.22,3,4,0,0,0,0,1,1696.94,NA,43,M,Regular,163,MISSION                                                                                             ,24,14,1,0.0349,FixedTFixedR,424.7904395,1272.14956
13422,711,621993.38,4,4,0,0,1,0,1,73213.92,NA,43,M,Regular,39,SURREY                                                                                              ,12,4,2,0.0334,FixedTFixedR,9364.271951,63849.64805
50,784,433928.64,4,4,0,0,1,56.28327993,1,44643.3,NA,42,F,Regular,113,VANCOUVER                                                                                           ,60,5,1,0.0279,FixedTFixedR,7848.9018,36794.3982
1928,644,106342.91,3,4,0,0,1,0,1,2042.35,NA,42,M,Regular,67,BRENTWOOD BAY                                                                                       ,24,16,1,0.0334,FixedTFixedR,1504.534325,537.8156752
2998,791,505438.2,5,4,0,1,0,0,1,69362.4,NA,42,F,Regular,50,VANCOUVER                                                                                           ,60,25,1,0.0269,FixedTFixedR,1081.3823,68281.0177
4583,733,308515.12,4,4,0,0,1,576.7576345,1,202560.87,NA,42,F,Regular,164,BURNABY                                                                                             ,60,12,2,0.0269,FixedTFixedR,72860.17352,129700.6965
7092,669,1693991.94,2,4,0,0,0,0,1,2531.27,NA,42,F,Regular,51,VICTORIA                                                                                            ,60,8,2,0.0345,FixedTVariableR,331.4099125,2199.860088
7098,798,502039.35,8,4,1,1,1,0,1,41779.89,NA,42,M,Regular,112,SURREY                                                                                              ,60,24,2,0.0254,FixedTFixedR,32606.25582,9173.634182
11324,749,214891.27,2,4,0,0,0,0,1,1371.43,NA,42,M,Regular,187,CHILLIWACK                                                                                          ,60,5,2,0.0289,FixedTFixedR,948.6919343,422.7380657
12321,787,47799.97,3,4,0,0,0,0,1,79794.78,NA,42,F,Regular,139,PORT MOODY                                                                                          ,60,14,1,0.0355,FixedTVariableR,50017.07463,29777.70537
12458,701,996839.9,3,4,0,0,0,0,1,53155.54,NA,42,M,Regular,63,VICTORIA                                                                                            ,36,14,1.5,0.0334,FixedTFixedR,30448.76089,22706.77911
12983,750,647746.61,2,4,0,0,0,0,1,1049.95,NA,42,F,Regular,44,ABBOTSFORD                                                                                          ,48,10.66666667,2.666666667,0.035,OpenTVariableR,830.7236276,219.2263724
1787,629,77895.37,3,4,0,0,0,0,1,116824.01,NA,41,M,Regular,199,VANCOUVER                                                                                           ,60,14,1,0.0269,FixedTFixedR,87559.82201,29264.18799
5242,733,379449.74,4,4,0,0,1,0,1,31772.37,NA,41,M,Regular,135,COQUITLAM                                                                                           ,12,6,2,0.0334,FixedTFixedR,27126.09557,4646.274432
6626,687,696327.39,6,4,0,1,1,2258.651127,1,34149.54,NA,41,F,Regular,144,WHITE ROCK                                                                                          ,60,3,1,0.0355,FixedTVariableR,10914.82266,23234.71734
8404,796,406471.27,4,4,0,0,1,2366.457209,1,119492.22,NA,41,M,Regular,50,SURREY                                                                                              ,60,9,4,0.0335,FixedTVariableR,96836.60018,22655.61982
9209,659,585132.49,3,4,0,0,1,0,1,2711.06,NA,41,F,Regular,63,BURNABY                                                                                             ,12,8,1,0.0374,FixedTFixedR,543.6372089,2167.422791
4205,715,287986.55,3,4,0,0,1,0,1,2398.37,200121.4187,40,M,Regular,164,SURREY                                                                                              ,52.5,21.5,3,0.038,FixedTVariableR,2012.471686,385.8983135
5491,642,188379.12,4,4,0,0,1,622.9731094,1,5089.63,NA,40,F,Regular,63,RICHMOND                                                                                            ,24,12,1,0.0329,FixedTFixedR,1109.103129,3980.526871
7432,808,83458.76,2,4,0,0,0,0,1,12985.82,NA,40,F,Regular,78,BURNABY                                                                                             ,60,16,2,0.0294,FixedTFixedR,7807.718865,5178.101135
9958,762,753493.32,2,4,0,0,0,0,1,6987.48,NA,40,M,Regular,49,SQUAMISH                                                                                            ,12,5,1,0.0364,FixedTFixedR,3201.587835,3785.892165
11121,730,98584.15,3,4,0,0,0,0,1,39059.9,NA,40,M,Regular,147,DELTA                                                                                               ,60,17,1,0.0485,OpenTVariableR,16859.42778,22200.47222
12757,739,425825.89,3,4,0,0,0,0,1,128958.47,NA,40,M,Regular,53,SURREY                                                                                              ,60,6,2,0.0355,FixedTVariableR,43461.53974,85496.93026
1356,679,555155.6,6,4,0,0,1,2119.984716,1,51485.23,270627.6367,39,M,Regular,299,BURNABY                                                                                             ,60,10,1,0.0385,FixedTVariableR,34892.86953,16592.36047
2049,780,1107309.71,3,4,0,0,0,0,1,61975.75,NA,39,F,Regular,109,BURNABY                                                                                             ,60,17,2,0.0274,FixedTFixedR,26730.34338,35245.40662
3648,679,337077.93,3,4,0,0,1,0,1,10451.83,NA,39,F,Regular,163,DELTA                                                                                               ,60,14,4,0.0345,FixedTVariableR,6669.908655,3781.921345
9371,785,379524.78,5,4,0,0,1,0,1,15076.71,NA,39,F,Regular,149,BURNABY                                                                                             ,12,8,2,0.0344,FixedTFixedR,8209.986697,6866.723303
9897,761,237733.37,3,4,0,0,0,0,1,8197.6,NA,39,M,Regular,108,VANCOUVER                                                                                           ,60,24,1,0.0254,FixedTFixedR,1290.226398,6907.373602
11286,713,234645.15,3,4,0,0,0,0,1,24690.45,NA,39,M,Regular,48,CHILLIWACK                                                                                          ,60,12,1,0.0269,FixedTFixedR,14858.46114,9831.98886
13045,650,380595.93,4,4,1,0,0,0,1,13083.64,NA,39,M,Regular,45,ABBOTSFORD                                                                                          ,60,18,1,0.0289,FixedTFixedR,8124.249797,4959.390203
13155,810,660561.44,3,4,1,0,0,0,1,14954.25,NA,39,M,Regular,42,SURREY                                                                                              ,60,17,3,0.0335,FixedTVariableR,246.6810819,14707.56892
13166,704,351436.3,3,4,0,0,0,0,1,8392.47,NA,39,F,Regular,41,ABBOTSFORD                                                                                          ,60,18,1,0.0274,FixedTFixedR,4017.141796,4375.328204
13187,728,570004.9,3,4,0,0,0,0,1,117592.5,NA,39,F,Regular,41,SURREY                                                                                              ,60,20,1,0.0354,FixedTFixedR,51800.49376,65792.00624
1260,786,1247424.8,2,4,0,0,0,0,1,374325.65,NA,38,M,Regular,55,SURREY                                                                                              ,48,5.25,1.25,0.0475,OpenTVariableR,196607.3633,177718.2867
6479,754,820872.75,3,4,0,0,1,0,1,1845.42,NA,38,F,Regular,54,VICTORIA                                                                                            ,60,18,1,0.033,OpenTVariableR,803.7716907,1041.648309
7218,778,114244.85,3,4,1,0,0,0,1,30745.06,NA,38,M,Regular,124,COURTENAY                                                                                           ,60,7,2,0.0279,FixedTFixedR,780.7365322,29964.32347
9658,717,315044.06,3,4,0,0,0,0,1,162898.54,NA,38,M,Regular,83,SURREY                                                                                              ,60,21,1,0.037,FixedTVariableR,68329.57273,94568.96727
11878,712,450213.76,2,4,0,0,0,0,1,1438.81,NA,38,F,Regular,99,DELTA                                                                                               ,60,22,2,0.0279,FixedTFixedR,919.2915281,519.5184719
12060,570,194453.42,3,4,0,0,0,0,1,14106.77,NA,38,F,Regular,146,SURREY                                                                                              ,60,21,2,0.0269,FixedTFixedR,12700.2395,1406.530497
13468,726,268497.57,2,4,0,0,0,0,1,742.09,NA,38,M,Regular,36,VANCOUVER                                                                                           ,48,23,2,0.0279,FixedTFixedR,385.5520439,356.5379561
2,721,1509560.39,2,4,0,0,0,0,1,96839.51,NA,37,M,Regular,35,SURREY                                                                                              ,60,25,3,0.0259,FixedTFixedR,45604.71546,51234.79454
9652,779,410750.55,2,4,0,0,0,0,1,338.77,NA,37,M,Regular,47,VANCOUVER                                                                                           ,60,12,2,0.0259,FixedTFixedR,229.6180364,109.1519636
10079,765,188229.92,3,4,0,0,0,0,1,3062.2,NA,37,M,Regular,113,RICHMOND                                                                                            ,60,6,1,0.0279,FixedTFixedR,788.7218863,2273.478114
12999,792,236832.91,2,4,0,0,0,0,1,6344.87,NA,37,M,Regular,44,NORTH VANCOUVER                                                                                     ,60,16,2,0.0284,FixedTFixedR,2525.662229,3819.207771
631,749,457652.1,3,4,0,0,0,0,1,1130.81,NA,36,F,Regular,47,SURREY                                                                                              ,60,12,2,0.0335,FixedTVariableR,375.4386789,755.3713211
3216,812,294937.22,6,4,1,0,1,1102.595564,1,49647.81,1011.006469,36,F,Regular,111,SURREY                                                                                              ,60,11,1,0.0335,FixedTVariableR,42641.44826,7006.361739
5697,723,230810.95,4,4,0,0,1,0,1,11195.99,NA,36,M,Regular,141,RICHMOND                                                                                            ,60,4,1,0.0289,FixedTFixedR,3241.929912,7954.060088
9599,797,563041.74,4,4,0,0,0,0,1,5435.69,NA,36,F,Regular,60,VANCOUVER                                                                                           ,24,19,3,0.0384,FixedTFixedR,789.0091077,4646.680892
12191,815,259625.5,3,4,0,0,0,0,1,4748.27,150732.8569,36,F,Regular,53,DELTA                                                                                               ,60,7,2,0.0269,FixedTFixedR,4301.618428,446.6515722
13309,745,510916.3,2,4,0,0,0,0,1,316.64,NA,36,F,Regular,41,ROSEDALE                                                                                            ,60,18,2,0.0284,FixedTFixedR,266.145646,50.49435401
13606,751,566724.93,2,4,0,0,0,0,1,49351.19,NA,36,F,Regular,23,SURREY                                                                                              ,36,13,2,0.0304,FixedTFixedR,18852.18189,30499.00811
333,805,380426.7,6,4,0,0,1,0,1,21449.65,NA,35,F,Regular,250,PITT MEADOWS                                                                                        ,60,12,2,0.0269,FixedTFixedR,15435.78901,6013.860993
4102,710,89650.15,4,4,0,0,1,1240.154593,1,1607.47,NA,35,F,Regular,66,PENDER ISLAND                                                                                       ,60,15,2,0.0279,FixedTFixedR,262.7196796,1344.75032
5962,774,480000,4,4,1,0,0,0,1,59154.05,NA,35,F,Regular,197,ABBOTSFORD                                                                                          ,36,24,2,0.0339,FixedTFixedR,40679.99735,18474.05265
6193,658,680460.82,3,4,0,0,1,0,1,1649717.07,NA,35,F,Regular,55,RICHMOND                                                                                            ,12,6,2,0.0364,FixedTFixedR,1387925.553,261791.5173
7356,781,273753,8,4,1,1,1,2022.336071,1,125762.32,183232.7676,35,F,Staff,149,PORT COQUITLAM                                                                                      ,60,22,2,0.0254,FixedTFixedR,63652.89262,62109.42738
12034,676,449412.56,2,4,0,0,0,0,1,328.36,NA,35,F,Regular,54,LANGLEY                                                                                             ,60,7,1,0.0269,FixedTFixedR,271.9879152,56.37208477
13506,793,1054351.21,4,4,0,0,1,0,1,3120.73,NA,35,M,Regular,30,SURREY                                                                                              ,24,12.5,2,0.0364,FixedTFixedR,800.6599153,2320.070085
13757,801,424162.5,2,4,0,0,0,0,1,2859.59,NA,35,M,Regular,11,VANCOUVER                                                                                           ,12,9,2,0.0279,FixedTFixedR,2206.220441,653.3695589
10796,689,994206,3,4,0,0,0,0,1,204814.64,NA,34,M,Regular,46,SURREY                                                                                              ,60,13,2,0.0269,FixedTFixedR,104812.7165,100001.9235
12579,830,199207.79,3,4,1,0,0,0,1,4524.69,NA,34,F,Regular,158,NEW WESTMINSTER                                                                                     ,60,18,1,0.0284,FixedTFixedR,1585.815638,2938.874362
13273,828,1083360.59,2,4,0,0,0,0,1,12795.23,NA,34,M,Regular,40,PORT COQUITLAM                                                                                      ,42,13.5,2,0.0329,FixedTFixedR,5361.585631,7433.644369
6281,719,979668.25,3,4,0,0,1,0,1,6480.88,NA,33,M,Regular,99,SURREY                                                                                              ,60,22,3,0.0299,FixedTFixedR,5455.686304,1025.193696
12199,838,517443.14,2,4,0,0,0,0,1,4729.5,NA,33,F,Regular,91,RICHMOND                                                                                            ,60,19,2,0.0279,FixedTFixedR,2255.321269,2474.178731
5825,691,895453.23,3,4,0,0,1,0,1,29056.65,NA,32,M,Regular,64,SURREY                                                                                              ,36,11.5,2,0.035,OpenTVariableR,7738.336862,21318.31314
9337,777,1354793.82,2,4,0,0,0,0,1,56139.32,NA,32,M,Regular,149,SURREY                                                                                              ,24,24,2,0.0384,FixedTFixedR,23406.05946,32733.26054
13759,539,429805.4,2,4,0,0,0,0,1,0.41,NA,32,F,Regular,11,LANGLEY                                                                                             ,36,25,2,0.0334,FixedTFixedR,0.146076896,0.263923104
13766,773,662254.21,2,4,0,0,0,0,1,1436.5,NA,32,M,Regular,10,SURREY                                                                                              ,12,3,5,0.0344,FixedTFixedR,916.2373547,520.2626453
609,793,155275.86,5,4,0,0,1,2119.290511,1,14398.92,NA,31,F,Regular,49,BURNABY                                                                                             ,60,13,1,0.0279,FixedTFixedR,5940.618658,8458.301342
2749,689,279695.25,3,4,0,0,0,0,1,28698.8,NA,31,M,Regular,56,DELTA                                                                                               ,60,3,2,0.0284,FixedTFixedR,28360.79478,338.0052199
3377,670,1442917.48,3,4,0,0,1,0,1,7557.31,NA,31,F,Regular,113,VANCOUVER                                                                                           ,60,15,2,0.0284,FixedTFixedR,6585.742103,971.5678973
3849,649,565719.59,4,4,0,0,1,0,1,12767.17,NA,31,M,Regular,58,SURREY                                                                                              ,12,8,2,0.0374,FixedTFixedR,11646.33556,1120.834444
6667,772,327189.95,5,4,0,0,0,0,1,64696.03,NA,31,F,Regular,218,BURNABY                                                                                             ,60,12,1,0.0259,FixedTFixedR,57912.14989,6783.880107
10896,810,581571.11,2,4,0,0,0,0,1,222.27,NA,31,M,Regular,48,SURREY                                                                                              ,60,12,2,0.0335,FixedTVariableR,209.5284629,12.7415371
6340,798,995306.61,3,4,0,0,1,590.4411727,1,930.43,NA,30,F,Regular,76,SURREY                                                                                              ,36,20,3,0.0309,FixedTFixedR,34.41573307,896.0142669
10541,793,694966.46,3,4,0,0,1,2204.261853,1,4067.75,NA,30,F,Regular,49,VANCOUVER                                                                                           ,60,10,2,0.0269,FixedTFixedR,3370.458325,697.2916754
11327,730,194931.72,4,4,0,0,1,1529.209165,1,22390.23,NA,30,M,Regular,46,SURREY                                                                                              ,60,16,1,0.0279,FixedTFixedR,3409.831138,18980.39886
2664,769,461283.51,4,4,0,0,1,0,1,73967.49,NA,29,M,Regular,43,SURREY                                                                                              ,60,16,2,0.0375,FixedTVariableR,62756.73123,11210.75877
8791,811,256739.04,5,4,0,1,1,1018.939049,1,123070.6,NA,29,M,Regular,284,VANCOUVER                                                                                           ,12,9,1,0.0354,FixedTFixedR,111780.1867,11290.4133
12627,804,234882.17,4,4,0,1,1,0,1,18656.56,NA,28,M,Regular,329,NORTH VANCOUVER                                                                                     ,48,22,2,0.0289,FixedTFixedR,14280.98874,4375.571261
12924,669,566689.27,4,4,0,0,1,0,1,5283.29,NA,26,M,Regular,43,SURREY                                                                                              ,60,17,1,0.0385,FixedTVariableR,2843.206788,2440.083212
6596,638,602278.32,2,4,0,0,0,0,1,113.42,NA,25,F,Regular,51,VANCOUVER                                                                                           ,60,9,2,0.0335,FixedTVariableR,34.86839932,78.55160068
10454,787,986955.06,3,3,0,0,1,736.438747,1,29106.61,NA,948,M,Regular,45,COQUITLAM                                                                                           ,48,22,2,0.0275,FixedTFixedR,18514.67093,10591.93907
10465,760,220613.36,3,3,0,0,0,0,1,3702.61,NA,804,M,Regular,162,ABBOTSFORD                                                                                          ,54,22,1,0.03,FixedTFixedR,1663.538761,2039.071239
10466,760,220613.36,3,3,0,0,0,0,1,3702.61,NA,792,M,Regular,162,ABBOTSFORD                                                                                          ,54,22,1,0.03,FixedTVariableR,1984.572146,1718.037854
10331,754,489531.31,4,3,1,0,0,0,1,229931.76,NA,756,F,Regular,46,DELTA                                                                                               ,60,20,2,0.0269,FixedTFixedR,203201.6797,26730.08031
10320,793,270589.65,4,3,1,0,0,0,1,32794.96,NA,684,F,Regular,45,COQUITLAM                                                                                           ,60,14,1,0.0279,FixedTFixedR,25657.17487,7137.785133
10407,776,156442.29,4,3,0,0,1,0,1,155970.12,NA,660,F,Regular,71,SURREY                                                                                              ,60,12,2,0.0345,FixedTVariableR,46229.58154,109740.5385
10460,827,445971.44,5,3,0,0,0,0,1,71862.58,NA,648,F,Regular,169,SURREY                                                                                              ,60,17,1,0.0284,FixedTFixedR,40447.42331,31415.15669
10342,840,32548.9,5,3,1,0,1,0,1,4695.08,NA,600,F,Regular,266,PITT MEADOWS                                                                                        ,60,11,1,0.0269,FixedTFixedR,3682.518191,1012.561809
10383,667,603863.83,2,3,0,0,0,0,1,184.24,NA,528,F,Regular,209,SURREY                                                                                              ,12,5,2,0.0334,FixedTFixedR,65.78142645,118.4585735
6487,811,96619.31,4,3,0,0,0,0,1,455272.12,NA,97,M,Regular,420,BURNABY                                                                                             ,12,10.5,2,0.0344,FixedTFixedR,454844.3694,427.7506126
11741,0,81518.83,2,3,0,0,0,0,1,13562.2,NA,96,M,Regular,127,SURREY                                                                                              ,12,11,3,0.0344,FixedTFixedR,4137.595024,9424.604976
10090,0,142623.9,3,3,1,0,0,0,1,9678.57,NA,94,M,Regular,142,BURNABY                                                                                             ,60,13,3,0.0355,FixedTVariableR,9613.058544,65.51145632
13274,568,272995.39,3,3,0,0,0,0,1,316516.13,NA,90,M,Regular,40,MAPLE RIDGE                                                                                         ,60,19,2,0.0274,FixedTFixedR,110218.4578,206297.6722
3836,809,108689.31,4,3,1,0,1,1262.165482,1,21699.67,NA,89,M,Regular,279,COQUITLAM                                                                                           ,60,19,3,0.0279,FixedTFixedR,3027.041893,18672.62811
4772,0,414634.45,2,3,0,0,0,0,1,845.73,NA,87,M,Regular,71,SURREY                                                                                              ,60,8,3,0.0335,FixedTVariableR,574.6601529,271.0698471
7623,808,268364.26,5,3,1,0,0,0,1,68586.91,NA,87,F,Regular,545,VANCOUVER                                                                                           ,36,16.5,2,0.0304,FixedTFixedR,38747.68313,29839.22687
10847,0,688890.22,2,3,0,0,0,0,1,449.22,16136.41838,86,F,Regular,52,NEW WESTMINSTER                                                                                     ,42,13,3,0.0384,FixedTFixedR,226.8942168,222.3257832
2736,696,176928.77,4,3,1,0,0,0,1,12118.01,14479.84378,85,M,Regular,222,VANCOUVER                                                                                           ,60,24,1,0.0269,FixedTFixedR,5573.651484,6544.358516
6938,816,51499.27,6,3,1,0,1,1702.374114,1,30732.21,285488.2942,85,F,Regular,227,SURREY                                                                                              ,60,5,2,0.0279,FixedTFixedR,13747.26589,16984.94411
10917,810,859740.98,4,3,0,0,0,0,1,164427.4,NA,85,F,Regular,174,SURREY                                                                                              ,60,20,3,0.0385,FixedTVariableR,32132.42065,132294.9793
11573,815,44587.46,4,3,1,0,0,0,1,184065.88,NA,85,M,Regular,614,MAPLE RIDGE                                                                                         ,24,9,1,0.0329,FixedTFixedR,171253.8725,12812.00754
9784,780,858641.21,3,3,1,0,0,0,1,8718.7,NA,82,F,Regular,53,RICHMOND                                                                                            ,36,9,4,0.0269,FixedTFixedR,3621.107741,5097.592259
568,815,256767.83,4,3,0,0,1,0,1,1571.61,24340.98175,81,F,Regular,54,DELTA                                                                                               ,60,6,2,0.0269,FixedTFixedR,623.105837,948.504163
3214,817,189959.92,3,3,0,0,0,0,1,22260.04,NA,80,M,Regular,216,DELTA                                                                                               ,60,5,3,0.0279,FixedTFixedR,13290.7789,8969.261101
8620,829,85384.39,6,3,1,0,1,0,1,236331.14,NA,80,M,Regular,556,BURNABY                                                                                             ,60,24,2,0.0375,FixedTVariableR,107543.285,128787.855
9476,0,162716.88,6,3,1,1,0,0,1,170945.94,NA,80,M,Regular,530,VANCOUVER                                                                                           ,60,12,3,0.0259,FixedTFixedR,57070.48762,113875.4524
13075,815,546431.23,2,3,0,0,0,0,1,4609.17,NA,80,F,Regular,41,PORT MOODY                                                                                          ,60,18,3,0.0274,FixedTFixedR,2641.644203,1967.525797
13176,802,191398.97,2,3,0,0,0,0,1,282.82,NA,80,F,Regular,42,CHILLIWACK                                                                                          ,60,18,4,0.0274,FixedTFixedR,88.02679473,194.7932053
5487,831,21613.85,5,3,1,0,1,636.0860535,1,63491.12,NA,79,M,Regular,503,BURNABY                                                                                             ,60,12,1,0.0345,FixedTVariableR,7318.707592,56172.41241
10715,811,35386.96,6,3,1,0,1,1521.869766,1,24140.46,NA,79,M,Regular,475,LANGLEY                                                                                             ,60,6,1,0.0279,FixedTFixedR,20041.35928,4099.100718
349,814,340813.22,5,3,1,0,1,0,1,200443.28,NA,78,F,Regular,195,SURREY                                                                                              ,60,22,2,0.0279,FixedTFixedR,104119.5961,96323.68389
4061,771,143263.51,3,3,0,0,1,0,1,2381.32,NA,78,F,Regular,273,NORTH VANCOUVER                                                                                     ,60,22,2,0.0279,FixedTFixedR,96.2428221,2285.077178
4347,810,231046.57,4,3,1,0,0,0,1,127848.77,NA,78,F,Regular,309,MISSION                                                                                             ,24,11,2,0.0304,FixedTFixedR,61427.62964,66421.14036
5695,810,134666.42,5,3,0,0,0,0,1,493871.29,NA,78,M,Regular,407,BURNABY                                                                                             ,60,9,4,0.0335,FixedTVariableR,306906.8195,186964.4705
11636,715,524435.89,2,3,0,0,0,0,1,2419.84,NA,78,M,Regular,69,VICTORIA                                                                                            ,44,11.33333333,1,0.0364,FixedTFixedR,371.8935398,2047.94646
12074,680,679347.9,3,3,0,0,0,0,1,809.26,NA,78,F,Regular,108,LANGLEY                                                                                             ,60,12,1,0.0345,FixedTVariableR,180.9388306,628.3211694
2363,808,166455.54,2,3,0,0,0,0,1,2363.35,NA,77,F,Regular,113,RICHMOND                                                                                            ,60,10,3,0.0269,FixedTFixedR,1042.224011,1321.125989
3025,810,51110.1,3,3,0,0,0,0,1,7610.4,NA,75,F,Regular,427,VANCOUVER                                                                                           ,60,19,2,0.0279,FixedTFixedR,2921.712046,4688.687954
3183,830,325869.56,6,3,1,0,1,0,1,41635.08,NA,75,F,Regular,320,BURNABY                                                                                             ,60,15,2,0.0279,FixedTFixedR,27120.62521,14514.45479
8302,716,250669.23,5,3,0,0,1,0,1,17002.7,NA,75,F,Regular,323,VANCOUVER                                                                                           ,60,11,2,0.0269,FixedTFixedR,13567.73128,3434.968716
11492,815,119317.19,2,3,0,0,0,0,1,2355.56,NA,75,M,Regular,197,BURNABY                                                                                             ,60,2,2,0.0299,FixedTFixedR,1954.215909,401.3440906
2787,0,575151.17,2,3,0,0,0,0,1,6405.75,NA,74,F,Regular,115,NEW WESTMINSTER                                                                                     ,60,7,2,0.0335,FixedTVariableR,3439.200305,2966.549695
3617,820,235867.31,6,3,1,0,1,2011.764155,1,10002.34,NA,74,M,Regular,263,COQUITLAM                                                                                           ,60,17,2,0.0279,FixedTFixedR,2775.873966,7226.466034
7924,783,1104023.17,3,3,0,0,0,0,1,24188.94,NA,74,F,Regular,336,SURREY                                                                                              ,42,7.5,2,0.034,FixedTVariableR,16089.63063,8099.309369
9770,791,33955.57,2,3,0,0,0,0,1,4869.51,NA,74,F,Regular,147,CHILLIWACK                                                                                          ,12,2,2,0.0314,FixedTFixedR,1246.910869,3622.599131
877,541,111374.24,3,3,0,0,0,0,1,159169.22,NA,73,M,Regular,168,SURREY                                                                                              ,60,4,2,0.0279,FixedTFixedR,98337.36356,60831.85644
2066,0,165235.43,4,3,1,0,0,0,1,214522.44,NA,73,M,Regular,137,WEST VANCOUVER                                                                                      ,60,7,2,0.0345,FixedTVariableR,61940.59869,152581.8413
8100,0,465804.79,2,3,0,0,0,0,1,4775.02,195903.7062,73,M,Regular,178,NEW WESTMINSTER                                                                                     ,60,10,2.5,0.0375,FixedTVariableR,3663.615647,1111.404353
8269,793,104334.44,5,3,1,0,1,0,1,686.7,NA,73,M,Regular,273,PORT ALBERNI                                                                                        ,60,23,2,0.0279,FixedTFixedR,615.8632548,70.83674516
8401,829,195886.11,3,3,0,0,1,0,1,1718.07,NA,73,M,Regular,53,ROSEDALE                                                                                            ,60,17,2,0.0284,FixedTFixedR,1286.404708,431.6652922
9320,811,579520.48,3,3,0,0,1,597.6223456,1,1437.53,167735.1176,73,M,Regular,186,SURREY                                                                                              ,60,19,4,0.0385,FixedTVariableR,56.23224558,1381.297754
9444,822,121111.11,7,3,0,0,1,1836.17349,1,165385.68,NA,73,M,Regular,200,BURNABY                                                                                             ,60,6,2,0.0269,FixedTFixedR,106312.9854,59072.69459
10278,696,682796.13,3,3,0,0,0,0,1,103172.33,NA,73,F,Regular,133,NEW WESTMINSTER                                                                                     ,36,20,4,0.0339,FixedTFixedR,16818.46317,86353.86683
13346,829,181638.72,3,3,0,0,0,0,1,4463.78,NA,73,F,Regular,39,VANCOUVER                                                                                           ,60,21,2,0.0279,FixedTFixedR,2249.545303,2214.234697
2713,575,175867.82,5,3,1,0,0,0,1,17976.14,NA,72,F,Regular,236,OLIVER                                                                                              ,60,9,1,0.0269,FixedTFixedR,12762.86289,5213.277112
3934,765,397743.57,4,3,1,0,0,0,1,6968.25,NA,72,F,Regular,205,SURREY                                                                                              ,60,11,3,0.0335,FixedTVariableR,5077.743236,1890.506764
3984,634,417833.45,4,3,0,0,1,1309.340723,1,66172.93,NA,72,M,Regular,352,VANCOUVER                                                                                           ,60,9,2,0.0335,FixedTVariableR,29548.19132,36624.73868
5219,695,417248.76,3,3,0,0,0,0,1,51110.98,NA,72,M,Regular,212,VANCOUVER                                                                                           ,60,8,1,0.0335,FixedTVariableR,30410.09649,20700.88351
6411,811,45812.41,6,3,1,0,1,0,1,16440.21,NA,72,M,Regular,475,VANCOUVER                                                                                           ,60,18,2,0.0269,FixedTFixedR,13563.4786,2876.731399
9046,578,332957.85,5,3,1,0,1,0,1,31523.35,NA,72,F,Regular,419,VANCOUVER                                                                                           ,48,16.5,2,0.0355,OpenTVariableR,4924.196028,26599.15397
10093,805,20919.19,3,3,0,0,0,0,1,7899.5,NA,72,F,Regular,170,RICHMOND                                                                                            ,60,24,1,0.0254,FixedTFixedR,3405.400838,4494.099162
10598,743,602037.51,5,3,1,1,0,0,1,779260.81,NA,72,M,Regular,142,VANCOUVER                                                                                           ,60,25,3,0.0254,FixedTFixedR,728512.0956,50748.7144
12230,818,177058.91,2,3,0,0,0,0,1,56.65,NA,72,F,Regular,126,VANCOUVER                                                                                           ,24,4,2,0.0329,FixedTFixedR,3.37202694,53.27797306
13191,0,407251.01,2,3,0,0,0,0,1,155.04,NA,72,F,Regular,41,DELTA                                                                                               ,60,18,2,0.0395,FixedTVariableR,100.1662428,54.87375717
1457,809,285499.05,4,3,0,0,1,0,1,161597.81,NA,71,M,Staff,362,VANCOUVER                                                                                           ,60,7,3,0.0269,FixedTFixedR,99480.00671,62117.80329
1583,728,86721.02,5,3,1,0,0,0,1,57772.12,NA,71,F,Regular,36,CHILLIWACK                                                                                          ,60,14,2,0.0294,FixedTFixedR,46255.42622,11516.69378
6081,812,64755.66,4,3,0,0,1,2220.811675,1,108732.77,NA,71,F,Regular,200,ABBOTSFORD                                                                                          ,60,13,1,0.0345,FixedTVariableR,24553.17906,84179.59094
8657,760,740329.31,4,3,0,0,1,1818.947787,1,33835.03,NA,71,M,Regular,192,PORT COQUITLAM                                                                                      ,12,6,4,0.0364,FixedTFixedR,5303.01695,28532.01305
10869,797,359331.85,5,3,1,0,1,1061.571482,1,21959.79,NA,71,M,Regular,374,SURREY                                                                                              ,42,11,2,0.037,FixedTVariableR,17507.22437,4452.565628
11518,787,76055.3,5,3,1,1,0,0,1,114960.87,NA,71,M,Regular,367,VANCOUVER                                                                                           ,60,2,2,0.0299,FixedTFixedR,90721.12041,24239.74959
11640,531,77042.84,2,3,0,0,0,0,1,19.19,NA,71,F,Regular,163,SAINT-LIBOIRE                                                                                       ,60,17,3,0.0299,FixedTFixedR,2.968067505,16.2219325
